"TIPO_EVENTO";"DEPARTAMENTO";"CODIGO_DANE_DEPARTAMENTO";"MUNICIPIO";"CODIGO_DANE_MUNICIPIO";"AÑO";"MES";"EVENTO";"TIPO_LUGAR";"TIPO_AREA";"LATITUD_CABECERA";"LONGITUD_CABECERA";"SITIO";"UBICACION";"uno";"date"
"Desminado militar en operaciones";"SUCRE";70;"OVEJAS";70508;2012;3;"Incidente";"Sin informacion";"Rural";9.6375;-75.301944;"Sector Cerro Pelao";"POINT (-75.301944 9.6375)";"2012-03-01";40969
"Accidente por MAP";"ANTIOQUIA";5;"BRICEÑO";5107;2011;9;"Accidente";"Sin informacion";"Rural";7.144444444;-75.59472222;"Sin información";"POINT (-75.59472222 7.144444444)";"2011-09-01";40787
"Desminado militar en operaciones";"BOGOTA DC";11;"Bogotá DC";11001;2003;2;"Incidente";"Sin informacion";"Rural";3.958333;-74.337222;"";"POINT (-74.337222 3.958333)";"2003-02-01";37653
"Desminado militar en operaciones";"ANTIOQUIA";5;"CÁCERES";5120;2012;10;"Incidente";"Sin informacion";"Rural";7.508611111;-75.2222222;"Vereda Bejuquilla";"POINT (-75.2222222 7.508611111)";"2012-10-01";41183
"Desminado militar en operaciones";"CESAR";20;"LA PAZ";20621;2006;6;"Incidente";"Sin informacion";"Rural";10.39125;-73.175793;"";"POINT (-73.175793 10.39125)";"2006-06-01";38869
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2008;4;"Incidente";"Sin informacion";"Rural";7.023186;-71.384978;"";"POINT (-71.384978 7.023186)";"2008-04-01";39539
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2011;4;"Incidente";"Sin informacion";"Rural";2.976111;-75.780278;"Vereda La Hacienda";"POINT (-75.780278 2.976111)";"2011-04-01";40634
"Accidente por MAP";"NORTE DE SANTANDER";54;"TEORAMA";54800;2002;5;"Accidente";"Sin informacion";"Rural";8.437183;-73.287706;"Las Antenas";"POINT (-73.287706 8.437183)";"2002-05-01";37377
"Desminado militar en operaciones";"BOLIVAR";13;"ZAMBRANO";13894;2004;10;"Incidente";"Sin informacion";"Rural";9.749543;-74.818184;"";"POINT (-74.818184 9.749543)";"2004-10-01";38261
"Desminado militar en operaciones";"NARIÑO";52;"TUMACO";52835;2014;5;"Incidente";"Sin informacion";"Rural";1.386944444;-78.63555556;"La Honda";"POINT (-78.63555556 1.386944444)";"2014-05-01";41760
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"EL TARRA";54250;2007;3;"Incidente";"Sin informacion";"Rural";8.574766;-73.097044;"";"POINT (-73.097044 8.574766)";"2007-03-01";39142
"Accidente por MAP";"PUTUMAYO";86;"PUERTO ASÍS";86568;2013;1;"Accidente";"Sin informacion";"Rural";0.4533333333;-76.28472222;"Vereda Monte Bello";"POINT (-76.28472222 0.4533333333)";"2013-01-01";41275
"Desminado militar en operaciones";"CAQUETA";18;"EL PAUJIL";18256;2012;8;"Incidente";"Sin informacion";"Rural";1.546389;-75.257222;"Vereda Guadualito";"POINT (-75.257222 1.546389)";"2012-08-01";41122
"Desminado militar en operaciones";"CAUCA";19;"CALOTO";19142;2012;1;"Incidente";"Sin informacion";"Rural";3.036389;-76.394722;"Vereda La Selva";"POINT (-76.394722 3.036389)";"2012-01-01";40909
"Incautaciones";"RISARALDA";66;"SANTUARIO";66687;2007;6;"Incidente";"Sin informacion";"Rural";5.039167;-76.031944;"";"POINT (-76.031944 5.039167)";"2007-06-01";39234
"Accidente por MAP";"VALLE DEL CAUCA";76;"BUGA";76111;2008;3;"Accidente";"Sin informacion";"Rural";3.896994;-76.281402;"Vereda El Paraiso";"POINT (-76.281402 3.896994)";"2008-03-01";39508
"Desminado militar en operaciones";"CAUCA";19;"JAMBALÓ";19364;2009;4;"Incidente";"Sin informacion";"Rural";2.903611;-76.346389;"La Vereda El Trapiche";"POINT (-76.346389 2.903611)";"2009-04-01";39904
"Incautaciones";"NORTE DE SANTANDER";54;"CONVENCIÓN";54206;2006;7;"Incidente";"Sin informacion";"Rural";8.475334;-73.336059;"";"POINT (-73.336059 8.475334)";"2006-07-01";38899
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"TIBÚ";54810;2016;11;"Incidente";"Sin informacion";"Rural";8.605833333;-72.81361111;"MIRAMONTES";"POINT (-72.81361111 8.605833333)";"2016-11-01";42675
"Incautaciones";"BOYACA";15;"PISBA";15550;2006;6;"Incidente";"Sin informacion";"Rural";5.706944;-72.475278;"";"POINT (-72.475278 5.706944)";"2006-06-01";38869
"Incautaciones";"CASANARE";85;"RECETOR";85279;2005;1;"Incidente";"Sin informacion";"Rural";5.207222;-72.763611;"";"POINT (-72.763611 5.207222)";"2005-01-01";38353
"Desminado militar en operaciones";"CAUCA";19;"SANTANDER DE QUILICHAO";19698;2015;3;"Incidente";"Sin informacion";"Rural";2.965277778;-76.44638889;"San Pedro";"POINT (-76.44638889 2.965277778)";"2015-03-01";42064
"Desminado militar en operaciones";"PUTUMAYO";86;"SAN MIGUEL";86757;2015;10;"Incidente";"Sin informacion";"Rural";0.2861111111;-76.69583333;"Vereda La Loma";"POINT (-76.69583333 0.2861111111)";"2015-10-01";42278
"Sospecha de campo minado";"ANTIOQUIA";5;"SAN CARLOS";5649;2008;11;"Incidente";"Viviendas abandonadas";"Rural";6.157222;-75.078889;"Vereda La Hondita";"POINT (-75.078889 6.157222)";"2008-11-01";39753
"Accidente por MAP";"ANTIOQUIA";5;"YARUMAL";5887;2006;11;"Accidente";"Sin informacion";"Rural";6.963517;-75.41644;"Vereda La Cordillera";"POINT (-75.41644 6.963517)";"2006-11-01";39022
"Desminado militar en operaciones";"TOLIMA";73;"DOLORES";73236;2011;2;"Incidente";"Sin informacion";"Rural";3.693889;-74.725833;"Vega Del Café";"POINT (-74.725833 3.693889)";"2011-02-01";40575
"Sospecha de campo minado";"BOYACA";15;"PAYA";15533;2003;2;"Incidente";"Sin informacion";"Rural";5.64454;-72.410541;"";"POINT (-72.410541 5.64454)";"2003-02-01";37653
"Desminado militar en operaciones";"CORDOBA";23;"PUERTO LIBERTADOR";23580;2010;10;"Incidente";"Sin informacion";"Rural";7.619444;-75.695556;"San Pedro";"POINT (-75.695556 7.619444)";"2010-10-01";40452
"Incautaciones";"META";50;"MESETAS";50330;2009;9;"Incidente";"Caleta";"Rural";3.213611;-74.048056;"La Cuchilla";"POINT (-74.048056 3.213611)";"2009-09-01";40057
"Desminado militar en operaciones";"META";50;"URIBE";50370;2014;7;"Incidente";"Sin informacion";"Rural";3.0275;-74.24222222;"Vereda Rosas";"POINT (-74.24222222 3.0275)";"2014-07-01";41821
"Desminado militar en operaciones";"CAQUETA";18;"CARTAGENA DEL CHAIRÁ";18150;2009;12;"Incidente";"Sin informacion";"Rural";1.175278;-74.511389;"Vereda Andaki";"POINT (-74.511389 1.175278)";"2009-12-01";40148
"Desminado militar en operaciones";"META";50;"PUERTO RICO";50590;2009;2;"Incidente";"Sin informacion";"Rural";2.451667;-73.110556;"Area General Sector La Laguna Gringa";"POINT (-73.110556 2.451667)";"2009-02-01";39845
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"TIBÚ";54810;2015;7;"Incidente";"Sin informacion";"Rural";8.5775;-72.79555556;"Vereda Guachiman";"POINT (-72.79555556 8.5775)";"2015-07-01";42186
"Desminado militar en operaciones";"CAUCA";19;"SANTANDER DE QUILICHAO";19698;2011;4;"Incidente";"Sin informacion";"Rural";2.99;-76.461389;"San Pedro";"POINT (-76.461389 2.99)";"2011-04-01";40634
"Accidente por MAP";"CASANARE";85;"AGUAZUL";85010;2013;1;"Accidente";"Sin informacion";"Rural";5.168712;-72.552642;"Vereda Retiro El Milagro";"POINT (-72.552642 5.168712)";"2013-01-01";41275
"Desminado militar en operaciones";"META";50;"MESETAS";50330;2015;11;"Incidente";"Sin informacion";"Rural";2.923888889;-74.17944444;"SAN ISIDRO";"POINT (-74.17944444 2.923888889)";"2015-11-01";42309
"Accidente por MAP";"NORTE DE SANTANDER";54;"CONVENCIÓN";54206;2010;11;"Accidente";"Sin informacion";"Rural";8.475334;-73.336059;"";"POINT (-73.336059 8.475334)";"2010-11-01";40483
"Desminado militar en operaciones";"CAQUETA";18;"CARTAGENA DEL CHAIRÁ";18150;2015;5;"Incidente";"Sin informacion";"Rural";1.359722222;-74.97361111;"Vereda El Ruby";"POINT (-74.97361111 1.359722222)";"2015-05-01";42125
"Desminado militar en operaciones";"NARIÑO";52;"RICAURTE";52612;2011;2;"Incidente";"Sin informacion";"Rural";1.139167;-77.97;"Pialpi";"POINT (-77.97 1.139167)";"2011-02-01";40575
"Accidente por MAP";"ANTIOQUIA";5;"ITUANGO";5361;2009;4;"Accidente";"Sin informacion";"Rural";7.305833333;-75.83555556;"Caño Del Quindío";"POINT (-75.83555556 7.305833333)";"2009-04-01";39904
"Accidente por MAP";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;1996;1;"Accidente";"Sin informacion";"Rural";2.120008;-74.768227;"Sin información";"POINT (-74.768227 2.120008)";"1996-01-01";35065
"Accidente por MAP";"CORDOBA";23;"TIERRALTA";23807;2012;3;"Accidente";"Sin informacion";"Rural";8.181547;-76.052223;"";"POINT (-76.052223 8.181547)";"2012-03-01";40969
"Desminado militar en operaciones";"CORDOBA";23;"PUERTO LIBERTADOR";23580;2011;6;"Incidente";"Sin informacion";"Rural";7.620833;-75.704722;"Sur Vereda El Saltillo";"POINT (-75.704722 7.620833)";"2011-06-01";40695
"Desminado militar en operaciones";"RISARALDA";66;"MISTRATÓ";66456;2012;8;"Incidente";"Sin informacion";"Rural";5.503611;-76.065556;"La Viuda";"POINT (-76.065556 5.503611)";"2012-08-01";41122
"Accidente por MAP";"ANTIOQUIA";5;"NECHÍ";5495;1990;6;"Accidente";"Sin informacion";"Rural";8.095854;-74.776599;"Vereda Guaranda";"POINT (-74.776599 8.095854)";"1990-06-01";33025
"Desminado militar en operaciones";"META";50;"MESETAS";50330;2009;11;"Incidente";"Sin informacion";"Rural";3.060833;-74.224444;"Vereda Guacamayas";"POINT (-74.224444 3.060833)";"2009-11-01";40118
"Desminado militar en operaciones";"RISARALDA";66;"LA CELIA";66383;2006;9;"Incidente";"Sin informacion";"Rural";5.024167;-76.046944;"";"POINT (-76.046944 5.024167)";"2006-09-01";38961
"Desminado militar en operaciones";"TOLIMA";73;"ATACO";73067;2011;10;"Incidente";"Sin informacion";"Rural";3.349722;-75.701389;"Vereda Africa";"POINT (-75.701389 3.349722)";"2011-10-01";40817
"Desminado militar en operaciones";"ANTIOQUIA";5;"ARGELIA";5055;2005;3;"Incidente";"Sin informacion";"Rural";5.759167;-75.105278;"";"POINT (-75.105278 5.759167)";"2005-03-01";38412
"Desminado militar en operaciones";"META";50;"URIBE";50370;2009;2;"Incidente";"Sin informacion";"Rural";2.8375;-74.426667;"Area Rio Leyva";"POINT (-74.426667 2.8375)";"2009-02-01";39845
"Incautaciones";"VALLE DEL CAUCA";76;"PALMIRA";76520;1993;2;"Incidente";"Sin informacion";"Rural";3.493822;-76.352141;"";"POINT (-76.352141 3.493822)";"1993-02-01";34001
"Incautaciones";"META";50;"PUERTO RICO";50590;2007;3;"Incidente";"Sin informacion";"Rural";2.702222;-73.186389;"";"POINT (-73.186389 2.702222)";"2007-03-01";39142
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"TIBÚ";54810;2015;2;"Incidente";"Sin informacion";"Rural";9.015555556;-72.93638889;"La India - Alto San Miguel";"POINT (-72.93638889 9.015555556)";"2015-02-01";42036
"Sospecha de campo minado";"SANTANDER";68;"SURATÁ";68780;2004;8;"Incidente";"Sin informacion";"Rural";7.371953;-72.982441;"";"POINT (-72.982441 7.371953)";"2004-08-01";38200
"Incautaciones";"CAUCA";19;"EL TAMBO";19256;2007;2;"Incidente";"Sin informacion";"Rural";2.358333;-76.845;"";"POINT (-76.845 2.358333)";"2007-02-01";39114
"Sospecha de campo minado";"BOLIVAR";13;"SIMITÍ";13744;2007;2;"Incidente";"Sin informacion";"Rural";7.956662;-73.949071;"";"POINT (-73.949071 7.956662)";"2007-02-01";39114
"Accidente por MAP";"ANTIOQUIA";5;"SONSÓN";5756;2006;10;"Accidente";"Sin informacion";"Rural";5.796;-75.185;"Sin información";"POINT (-75.185 5.796)";"2006-10-01";38991
"Incautaciones";"ANTIOQUIA";5;"CAMPAMENTO";5134;2007;5;"Incidente";"Sin informacion";"Rural";7.096389;-75.270833;"";"POINT (-75.270833 7.096389)";"2007-05-01";39203
"Accidente por MAP";"ARAUCA";81;"TAME";81794;2007;4;"Accidente";"Sin informacion";"Rural";6.429167;-71.294167;"Vereda Mata Negra Sector Guarataro";"POINT (-71.294167 6.429167)";"2007-04-01";39173
"Incautaciones";"CUNDINAMARCA";25;"GUAYABAL DE SÍQUIMA";25328;2003;6;"Incidente";"Sin informacion";"Rural";4.877547;-74.466984;"";"POINT (-74.466984 4.877547)";"2003-06-01";37773
"Desminado militar en operaciones";"CHOCO";27;"SAN JOSÉ DEL PALMAR";27660;2011;10;"Incidente";"Sin informacion";"Rural";4.957778;-76.291944;"Alto La Cruz";"POINT (-76.291944 4.957778)";"2011-10-01";40817
"Accidente por MAP";"PUTUMAYO";86;"PUERTO ASÍS";86568;2012;9;"Accidente";"Sin informacion";"Rural";0.5167089034;-76.50137002;"EL SILENCIO";"POINT (-76.50137002 0.5167089034)";"2012-09-01";41153
"Accidente por MAP";"ARAUCA";81;"TAME";81794;2005;7;"Accidente";"Sin informacion";"Rural";6.461209;-71.730855;"Botalon";"POINT (-71.730855 6.461209)";"2005-07-01";38534
"Incautaciones";"META";50;"MESETAS";50330;2006;1;"Incidente";"Sin informacion";"Rural";3.393333;-74.073056;"";"POINT (-74.073056 3.393333)";"2006-01-01";38718
"Sospecha de campo minado";"ANTIOQUIA";5;"SAN CARLOS";5649;2008;9;"Incidente";"Viviendas abandonadas";"Rural";6.165167;-74.998389;"Vereda La Villa";"POINT (-74.998389 6.165167)";"2008-09-01";39692
"Desminado militar en operaciones";"CORDOBA";23;"MONTELÍBANO";23466;2013;4;"Incidente";"Sin informacion";"Rural";7.521944444;-75.9711111;"Cerro 842";"POINT (-75.9711111 7.521944444)";"2013-04-01";41365
"Desminado militar en operaciones";"META";50;"CUBARRAL";50223;2002;3;"Incidente";"Sin informacion";"Rural";3.794444444;-74.30527778;"";"POINT (-74.30527778 3.794444444)";"2002-03-01";37316
"Sospecha de campo minado";"META";50;"VISTAHERMOSA";50711;2005;8;"Incidente";"Sin informacion";"Rural";3.125088;-73.752373;"";"POINT (-73.752373 3.125088)";"2005-08-01";38565
"Accidente por MAP";"NARIÑO";52;"LA LLANADA";52385;2010;4;"Accidente";"Sin informacion";"Rural";1.472995;-77.580358;"";"POINT (-77.580358 1.472995)";"2010-04-01";40269
"Desminado militar en operaciones";"VALLE DEL CAUCA";76;"BUENAVENTURA";76109;2015;10;"Incidente";"Cementerio";"Rural";3.259583333;-77.41722222;"Sector Cementerio  Pto Merizalde";"POINT (-77.41722222 3.259583333)";"2015-10-01";42278
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO ASÍS";86568;2012;9;"Incidente";"Sin informacion";"Rural";0.4575;-76.431667;"Vereda Ancura";"POINT (-76.431667 0.4575)";"2012-09-01";41153
"Desminado militar en operaciones";"META";50;"URIBE";50370;2009;5;"Incidente";"Sin informacion";"Rural";2.785833;-74.378611;"Río Leiva";"POINT (-74.378611 2.785833)";"2009-05-01";39934
"Desminado militar en operaciones";"ANTIOQUIA";5;"SAN LUIS";5660;2014;4;"Incidente";"Sin informacion";"Rural";6.08333333;-74.99527778;"Vereda El Brasil";"POINT (-74.99527778 6.08333333)";"2014-04-01";41730
"Desminado militar en operaciones";"TOLIMA";73;"SAN ANTONIO";73675;2011;11;"Incidente";"Sin informacion";"Rural";3.919444;-75.556944;"Vereda El Tetuan";"POINT (-75.556944 3.919444)";"2011-11-01";40848
"Desminado militar en operaciones";"ARAUCA";81;"TAME";81794;2012;2;"Incidente";"Sin informacion";"Rural";6.489444;-71.388056;"El Tropezon";"POINT (-71.388056 6.489444)";"2012-02-01";40940
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO ASÍS";86568;2015;7;"Incidente";"Sin informacion";"Rural";0.4913888889;-76.30694444;"Vereda Peneya";"POINT (-76.30694444 0.4913888889)";"2015-07-01";42186
"Desminado militar en operaciones";"ANTIOQUIA";5;"CAMPAMENTO";5134;2003;8;"Incidente";"Sin informacion";"Rural";7.035278;-75.2975;"";"POINT (-75.2975 7.035278)";"2003-08-01";37834
"Desminado militar en operaciones";"CUNDINAMARCA";25;"QUETAME";25594;2004;1;"Incidente";"Sin informacion";"Rural";4.308333;-73.881111;"";"POINT (-73.881111 4.308333)";"2004-01-01";37987
"Desminado militar en operaciones";"META";50;"URIBE";50370;2016;6;"Incidente";"Sin informacion";"Rural";2.562222222;-74.23361111;"BRISAS DEL GUAYABERO";"POINT (-74.23361111 2.562222222)";"2016-06-01";42522
"Accidente por MAP";"CORDOBA";23;"PUERTO LIBERTADOR";23580;2008;7;"Accidente";"Sin informacion";"Rural";7.883545;-75.670508;"San Felipe";"POINT (-75.670508 7.883545)";"2008-07-01";39630
"Desminado militar en operaciones";"CALDAS";17;"PENSILVANIA";17541;2007;8;"Incidente";"Sin informacion";"Rural";5.404167;-75.190278;"";"POINT (-75.190278 5.404167)";"2007-08-01";39295
"Desminado militar en operaciones";"META";50;"MESETAS";50330;2009;10;"Incidente";"Sin informacion";"Rural";3.376428773;-74.04583224;"La Argentina";"POINT (-74.04583224 3.376428773)";"2009-10-01";40087
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2016;7;"Incidente";"Sin informacion";"Rural";6.645555556;-71.2925;"LA ARENOSA";"POINT (-71.2925 6.645555556)";"2016-07-01";42552
"Desminado militar en operaciones";"BOLIVAR";13;"MORALES";13473;2019;2;"Incidente";"Sin informacion";"Rural";8.276944444;-73.87694444;"NORMALITO";"POINT (-73.87694444 8.276944444)";"2019-02-01";43497
"Desminado militar en operaciones";"BOLIVAR";13;"ZAMBRANO";13894;2005;9;"Incidente";"Sin informacion";"Rural";9.715833;-74.909722;"";"POINT (-74.909722 9.715833)";"2005-09-01";38596
"Desminado militar en operaciones";"ARAUCA";81;"TAME";81794;2009;10;"Incidente";"Sin informacion";"Rural";6.672222;-71.691111;"El Mordisco";"POINT (-71.691111 6.672222)";"2009-10-01";40087
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"CONVENCIÓN";54206;2016;11;"Incidente";"Sin informacion";"Rural";8.482777778;-73.31833333;"EL DIVISO";"POINT (-73.31833333 8.482777778)";"2016-11-01";42675
"Sospecha de campo minado";"ANTIOQUIA";5;"SAN FRANCISCO";5652;2009;11;"Incidente";"Sin informacion";"Rural";5.965414;-75.10198;"Ant_S.Fra_Fule_2009_3";"POINT (-75.10198 5.965414)";"2009-11-01";40118
"Desminado militar en operaciones";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2006;12;"Incidente";"Sin informacion";"Rural";2.733056;-74.966667;"";"POINT (-74.966667 2.733056)";"2006-12-01";39052
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2011;9;"Incidente";"Sin informacion";"Rural";3.0125;-75.901667;"Vereda La Cabaña";"POINT (-75.901667 3.0125)";"2011-09-01";40787
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO GUZMÁN";86571;2007;5;"Incidente";"Sin informacion";"Rural";0.943056;-76.279167;"";"POINT (-76.279167 0.943056)";"2007-05-01";39203
"Desminado militar en operaciones";"CORDOBA";23;"PUERTO LIBERTADOR";23580;2011;7;"Incidente";"Sin informacion";"Rural";7.635833;-75.885833;"Vereda Rogero Grande";"POINT (-75.885833 7.635833)";"2011-07-01";40725
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"CONVENCIÓN";54206;2013;3;"Incidente";"Sin informacion";"Rural";8.747222222;-73.2794444;"Vereda Brisas De Boqueron";"POINT (-73.2794444 8.747222222)";"2013-03-01";41334
"Accidente por MUSE";"META";50;"VILLAVICENCIO";50001;2002;8;"Accidente";"Sin informacion";"Urbana";4.155378;-73.624479;"Barrio Vencederos";"POINT (-73.624479 4.155378)";"2002-08-01";37469
"Desminado militar en operaciones";"PUTUMAYO";86;"SAN MIGUEL";86757;2015;11;"Incidente";"Sin informacion";"Rural";0.2530555556;-76.65388889;"EL AZUL";"POINT (-76.65388889 0.2530555556)";"2015-11-01";42309
"Desminado militar en operaciones";"ARAUCA";81;"TAME";81794;2012;9;"Incidente";"Sin informacion";"Rural";6.505556;-71.547778;"Puente Betoyes";"POINT (-71.547778 6.505556)";"2012-09-01";41153
"Desminado militar en operaciones";"CAQUETA";18;"PUERTO RICO";18592;2012;7;"Incidente";"Sin informacion";"Rural";2.051667;-75.075;"Vereda El Condor Area General";"POINT (-75.075 2.051667)";"2012-07-01";41091
"Incautaciones";"META";50;"LA MACARENA";50350;2006;10;"Incidente";"Sin informacion";"Rural";2.182506;-73.784832;"";"POINT (-73.784832 2.182506)";"2006-10-01";38991
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"CONVENCIÓN";54206;2015;6;"Incidente";"Sin informacion";"Rural";8.417222222;-73.33833333;"Vereda Las Mercedes";"POINT (-73.33833333 8.417222222)";"2015-06-01";42156
"Desminado militar en operaciones";"CAQUETA";18;"PUERTO RICO";18592;2012;12;"Incidente";"Sin informacion";"Rural";2.04777778;-75.16888889;"Vereda Chamuscado";"POINT (-75.16888889 2.04777778)";"2012-12-01";41244
"Desminado militar en operaciones";"META";50;"URIBE";50370;2015;1;"Incidente";"Sin informacion";"Rural";3.1775;-74.47666667;"Vereda Santander";"POINT (-74.47666667 3.1775)";"2015-01-01";42005
"Desminado militar en operaciones";"ANTIOQUIA";5;"SAN CARLOS";5649;2011;1;"Incidente";"Sin informacion";"Rural";6.194444;-74.971111;"";"POINT (-74.971111 6.194444)";"2011-01-01";40544
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2007;8;"Incidente";"Sin informacion";"Rural";3.197458;-75.643224;"";"POINT (-75.643224 3.197458)";"2007-08-01";39295
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2012;1;"Incidente";"Sin informacion";"Rural";2.977778;-75.7425;"Gaitania";"POINT (-75.7425 2.977778)";"2012-01-01";40909
"Desminado militar en operaciones";"META";50;"LEJANÍAS";50400;2017;1;"Incidente";"Sin informacion";"Rural";3.543055556;-73.99277778;"ALBANIA";"POINT (-73.99277778 3.543055556)";"2017-01-01";42736
"Incautaciones";"SANTANDER";68;"BARRANCABERMEJA";68081;1993;9;"Incidente";"Sin informacion";"Rural";7.061193;-73.855997;"";"POINT (-73.855997 7.061193)";"1993-09-01";34213
"Desminado militar en operaciones";"BOLIVAR";13;"CANTAGALLO";13160;2007;6;"Incidente";"Sin informacion";"Rural";7.251667;-74.119167;"";"POINT (-74.119167 7.251667)";"2007-06-01";39234
