"TIPO_EVENTO";"DEPARTAMENTO";"CODIGO_DANE_DEPARTAMENTO";"MUNICIPIO";"CODIGO_DANE_MUNICIPIO";"AÑO";"MES";"EVENTO";"TIPO_LUGAR";"TIPO_AREA";"LATITUD_CABECERA";"LONGITUD_CABECERA";"SITIO";"UBICACION";"uno";"date"
"Desminado militar en operaciones";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2002;7;"Incidente";"Sin informacion";"Rural";2.642778;-74.764444;"";"POINT (-74.764444 2.642778)";"2002-07-01";37438
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO ASÍS";86568;2011;7;"Incidente";"Sin informacion";"Rural";0.4975;-76.501111;"Frente Al Hospital";"POINT (-76.501111 0.4975)";"2011-07-01";40725
"Accidente por MUSE";"BOYACA";15;"PISBA";15550;2002;3;"Accidente";"Sin informacion";"Rural";5.658788;-72.501715;"Vereda Platanales";"POINT (-72.501715 5.658788)";"2002-03-01";37316
"Accidente por MAP";"NARIÑO";52;"RICAURTE";52612;2007;11;"Accidente";"Sin informacion";"Rural";1.212529;-77.995412;"Sin información";"POINT (-77.995412 1.212529)";"2007-11-01";39387
"Desminado militar en operaciones";"BOLIVAR";13;"SAN JACINTO";13654;2002;9;"Incidente";"Sin informacion";"Rural";9.836111;-75.077778;"";"POINT (-75.077778 9.836111)";"2002-09-01";37500
"Desminado militar en operaciones";"ARAUCA";81;"TAME";81794;2011;1;"Incidente";"Sin informacion";"Rural";6.541111;-71.348611;"Sto Domingo";"POINT (-71.348611 6.541111)";"2011-01-01";40544
"Desminado militar en operaciones";"VALLE DEL CAUCA";76;"DAGUA";76233;2014;11;"Incidente";"Sin informacion";"Rural";3.828611111;-76.66722222;"La Nevera";"POINT (-76.66722222 3.828611111)";"2014-11-01";41944
"Desminado militar en operaciones";"CAUCA";19;"LÓPEZ";19418;2013;7;"Incidente";"Sin informacion";"Rural";3.103055556;-76.81277778;"Buenos Aires - Sector Patio Bonito";"POINT (-76.81277778 3.103055556)";"2013-07-01";41456
"Desminado militar en operaciones";"ANTIOQUIA";5;"ARGELIA";5055;2005;10;"Incidente";"Sin informacion";"Rural";5.73429;-75.146392;"";"POINT (-75.146392 5.73429)";"2005-10-01";38626
"Accidente por MAP";"NARIÑO";52;"TUMACO";52835;2013;7;"Accidente";"Sin informacion";"Rural";1.3325;-78.56111111;"La Maria";"POINT (-78.56111111 1.3325)";"2013-07-01";41456
"Desminado militar en operaciones";"HUILA";41;"NEIVA";41001;2012;7;"Incidente";"Sin informacion";"Rural";2.898889;-74.981389;"Vereda Yucales";"POINT (-74.981389 2.898889)";"2012-07-01";41091
"Desminado militar en operaciones";"ARAUCA";81;"TAME";81794;2011;6;"Incidente";"Sin informacion";"Rural";6.461209;-71.730855;"Sur Occidente Normandia";"POINT (-71.730855 6.461209)";"2011-06-01";40695
"Desminado militar en operaciones";"HUILA";41;"ISNOS";41359;1993;6;"Incidente";"Sin informacion";"Rural";1.935591;-76.240579;"";"POINT (-76.240579 1.935591)";"1993-06-01";34121
"Desminado militar en operaciones";"META";50;"VISTAHERMOSA";50711;2004;4;"Incidente";"Sin informacion";"Rural";3.119983;-73.748065;"";"POINT (-73.748065 3.119983)";"2004-04-01";38078
"Desminado militar en operaciones";"TOLIMA";73;"RIOBLANCO";73616;2012;6;"Incidente";"Sin informacion";"Rural";3.638611;-75.6775;"Vereda Santa Cruz";"POINT (-75.6775 3.638611)";"2012-06-01";41061
"Accidente por MAP";"ANTIOQUIA";5;"SAN CARLOS";5649;2005;11;"Accidente";"Sin informacion";"Rural";6.339167;-74.919167;"Vereda Agua Bonita";"POINT (-74.919167 6.339167)";"2005-11-01";38657
"Desminado militar en operaciones";"NARIÑO";52;"SAMANIEGO";52678;2012;5;"Incidente";"Sin informacion";"Rural";1.34;-77.581389;"Diviño Niño";"POINT (-77.581389 1.34)";"2012-05-01";41030
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2011;9;"Incidente";"Sin informacion";"Rural";2.980556;-75.785556;"Vereda Los Guayabos";"POINT (-75.785556 2.980556)";"2011-09-01";40787
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"TEORAMA";54800;2015;7;"Incidente";"Sin informacion";"Rural";8.615555556;-73.22638889;"Vereda El Aserrio";"POINT (-73.22638889 8.615555556)";"2015-07-01";42186
"Desminado militar en operaciones";"NARIÑO";52;"TUMACO";52835;2018;5;"Incidente";"Sin informacion";"Rural";1.283888889;-78.63472222;"BRISAS DE MATAJE";"POINT (-78.63472222 1.283888889)";"2018-05-01";43221
"Accidente por MAP";"BOLIVAR";13;"EL CARMEN DE BOLÍVAR";13244;2004;8;"Accidente";"Sin informacion";"Rural";9.685015;-75.122094;"Sin información";"POINT (-75.122094 9.685015)";"2004-08-01";38200
"Desminado militar en operaciones";"BOLIVAR";13;"MORALES";13473;2016;4;"Incidente";"Sin informacion";"Rural";8.290277778;-73.88166667;"MORALITO";"POINT (-73.88166667 8.290277778)";"2016-04-01";42461
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"TEORAMA";54800;2019;6;"Incidente";"Sin informacion";"Rural";8.43944444;-73.27916667;"ALTAGRACIA";"POINT (-73.27916667 8.43944444)";"2019-06-01";43617
"Desminado militar en operaciones";"META";50;"LA MACARENA";50350;2015;9;"Incidente";"Sin informacion";"Rural";1.978888889;-74.04166667;"Vereda Alto Morrocoy";"POINT (-74.04166667 1.978888889)";"2015-09-01";42248
"Incautaciones";"META";50;"VISTAHERMOSA";50711;2007;9;"Incidente";"Sin informacion";"Rural";3.125088;-73.752373;"";"POINT (-73.752373 3.125088)";"2007-09-01";39326
"Desminado militar en operaciones";"TOLIMA";73;"DOLORES";73236;2013;11;"Incidente";"Sin informacion";"Rural";3.683333333;-74.67555556;"Vereda El Riachon";"POINT (-74.67555556 3.683333333)";"2013-11-01";41579
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO LEGUÍZAMO";86573;2012;10;"Incidente";"Sin informacion";"Rural";0.2097222222;-75.9080556;"Vereda Montepa";"POINT (-75.9080556 0.2097222222)";"2012-10-01";41183
"Desminado militar en operaciones";"META";50;"VISTAHERMOSA";50711;2009;11;"Incidente";"Sin informacion";"Rural";2.625;-73.841667;"Filo Mico";"POINT (-73.841667 2.625)";"2009-11-01";40118
"Accidente por MAP";"ANTIOQUIA";5;"NECHÍ";5495;1993;5;"Accidente";"Sin informacion";"Rural";8.095854;-74.776599;"Corg. Rangel";"POINT (-74.776599 8.095854)";"1993-05-01";34090
"Incautaciones";"META";50;"URIBE";50370;2007;7;"Incidente";"Sin informacion";"Rural";2.955556;-74.228056;"";"POINT (-74.228056 2.955556)";"2007-07-01";39264
"Desminado militar en operaciones";"NARIÑO";52;"TUMACO";52835;2013;11;"Incidente";"Sin informacion";"Rural";1.4;-78.56694444;"Km-60+500";"POINT (-78.56694444 1.4)";"2013-11-01";41579
"Desminado militar en operaciones";"BOLIVAR";13;"SANTA ROSA DEL SUR";13688;2008;11;"Incidente";"Sin informacion";"Rural";7.8475;-74.219722;"Vereda Los Canelos";"POINT (-74.219722 7.8475)";"2008-11-01";39753
"Accidente por MAP";"ANTIOQUIA";5;"TARAZÁ";5790;2009;5;"Accidente";"Sin informacion";"Rural";7.35;-75.22055556;"Alto Parra";"POINT (-75.22055556 7.35)";"2009-05-01";39934
"Desminado militar en operaciones";"CAQUETA";18;"MONTAÑITA";18410;2004;1;"Incidente";"Sin informacion";"Rural";1.331111;-75.250833;"";"POINT (-75.250833 1.331111)";"2004-01-01";37987
"Desminado militar en operaciones";"CAQUETA";18;"MONTAÑITA";18410;2016;3;"Incidente";"Sin informacion";"Rural";1.079444444;-75.03805556;"LA ILUSION";"POINT (-75.03805556 1.079444444)";"2016-03-01";42430
"Accidente por MAP";"ANTIOQUIA";5;"CAREPA";5147;2008;9;"Accidente";"Sin informacion";"Rural";7.754994;-76.654277;"Vereda Caucheras";"POINT (-76.654277 7.754994)";"2008-09-01";39692
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2011;10;"Incidente";"Sin informacion";"Rural";6.979167;-71.628056;"Corregimiento La Esmeralda";"POINT (-71.628056 6.979167)";"2011-10-01";40817
"Sospecha de campo minado";"SANTANDER";68;"SAN VICENTE DE CHUCURÍ";68689;2013;3;"Incidente";"Fincas";"Rural";6.80517;-73.52832;"Rul # 21 Vereda El Filon";"POINT (-73.52832 6.80517)";"2013-03-01";41334
"Desminado militar en operaciones";"ARAUCA";81;"TAME";81794;2013;8;"Incidente";"Sin informacion";"Rural";6.608333333;-71.4625;"Vereda Napoles 2";"POINT (-71.4625 6.608333333)";"2013-08-01";41487
"Desminado militar en operaciones";"GUAVIARE";95;"EL RETORNO";95025;2017;5;"Incidente";"Sin informacion";"Rural";2.080277778;-72.21666667;"LA PAZ";"POINT (-72.21666667 2.080277778)";"2017-05-01";42856
"Desminado militar en operaciones";"META";50;"URIBE";50370;2015;10;"Incidente";"Sin informacion";"Rural";3.134444444;-74.40888889;"Vereda El Paraiso";"POINT (-74.40888889 3.134444444)";"2015-10-01";42278
"Desminado militar en operaciones";"META";50;"URIBE";50370;2015;6;"Incidente";"Sin informacion";"Rural";3.238055556;-74.35305556;"Casco Urbano";"POINT (-74.35305556 3.238055556)";"2015-06-01";42156
"Accidente por MAP";"HUILA";41;"SANTA MARÍA";41676;2006;10;"Accidente";"Sin informacion";"Rural";2.985556;-75.688056;"Vereda La Sonora";"POINT (-75.688056 2.985556)";"2006-10-01";38991
"Incautaciones";"ANTIOQUIA";5;"CAICEDO";5125;2002;9;"Incidente";"Sin informacion";"Rural";6.405016;-75.982796;"";"POINT (-75.982796 6.405016)";"2002-09-01";37500
"Desminado militar en operaciones";"ANTIOQUIA";5;"APARTADÓ";5045;2009;4;"Incidente";"Sin informacion";"Rural";7.931666667;-76.54555556;"San José De La Montaña, Área Rural";"POINT (-76.54555556 7.931666667)";"2009-04-01";39904
"Desminado militar en operaciones";"CAUCA";19;"JAMBALÓ";19364;2012;7;"Incidente";"Sin informacion";"Rural";2.809722;-76.3125;"Vereda Zumbico";"POINT (-76.3125 2.809722)";"2012-07-01";41091
"Desminado militar en operaciones";"CUNDINAMARCA";25;"VENECIA";25506;2011;11;"Incidente";"Sin informacion";"Rural";4.068611;-74.498056;"Vereda Piedras Gordas";"POINT (-74.498056 4.068611)";"2011-11-01";40848
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO CAICEDO";86569;2012;12;"Incidente";"Sin informacion";"Rural";0.70583333;-76.435;"Nueva Arabia";"POINT (-76.435 0.70583333)";"2012-12-01";41244
"Desminado militar en operaciones";"ANTIOQUIA";5;"SAN FRANCISCO";5652;2004;8;"Incidente";"Sin informacion";"Rural";5.965414;-75.10198;"";"POINT (-75.10198 5.965414)";"2004-08-01";38200
"Desminado militar en operaciones";"CHOCO";27;"QUIBDÓ";27001;2014;6;"Incidente";"Sin informacion";"Rural";5.7375;-76.59611111;"San Antonio Pichojó";"POINT (-76.59611111 5.7375)";"2014-06-01";41791
"Desminado militar en operaciones";"ARAUCA";81;"PUERTO RONDÓN";81591;2012;1;"Incidente";"Sin informacion";"Rural";6.542222;-71.248333;"Vereda La Florida";"POINT (-71.248333 6.542222)";"2012-01-01";40909
"Accidente por MAP";"CALDAS";17;"MARULANDA";17446;2006;10;"Accidente";"Sin informacion";"Rural";5.119444;-75.323056;"Vereda La Cumbre";"POINT (-75.323056 5.119444)";"2006-10-01";38991
"Desminado militar en operaciones";"NARIÑO";52;"BARBACOAS";52079;2011;12;"Incidente";"Sin informacion";"Rural";1.395833;-78.23;"Km. 101";"POINT (-78.23 1.395833)";"2011-12-01";40878
"Sospecha de campo minado";"BOLIVAR";13;"CÓRDOBA";13212;2005;10;"Incidente";"Sin informacion";"Rural";9.592027;-74.833187;"";"POINT (-74.833187 9.592027)";"2005-10-01";38626
"Desminado militar en operaciones";"TOLIMA";73;"DOLORES";73236;2010;1;"Incidente";"Sin informacion";"Rural";3.704444;-74.741667;"La Palmalosa";"POINT (-74.741667 3.704444)";"2010-01-01";40179
"Desminado militar en operaciones";"TOLIMA";73;"CHAPARRAL";73168;2015;4;"Incidente";"Sin informacion";"Rural";3.907222222;-75.67333333;"Sector Bugos San Jose De Las Hermosas";"POINT (-75.67333333 3.907222222)";"2015-04-01";42095
"Incautaciones";"NORTE DE SANTANDER";54;"EL CARMEN";54245;2010;2;"Incidente";"Caleta";"Rural";8.613333;-73.495833;"El Limon";"POINT (-73.495833 8.613333)";"2010-02-01";40210
"Desminado militar en operaciones";"CAQUETA";18;"SOLANO";18756;2016;6;"Incidente";"Sin informacion";"Rural";1.013055556;-75.21166667;"DANUBIO";"POINT (-75.21166667 1.013055556)";"2016-06-01";42522
"Desminado militar en operaciones";"ANTIOQUIA";5;"ANGOSTURA";5038;2014;11;"Incidente";"Sin informacion";"Rural";6.935833333;-75.25333333;"La Montaña";"POINT (-75.25333333 6.935833333)";"2014-11-01";41944
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2011;8;"Incidente";"Sin informacion";"Rural";3.110833;-75.63;"Vereda Nazareno";"POINT (-75.63 3.110833)";"2011-08-01";40756
"Desminado militar en operaciones";"VALLE DEL CAUCA";76;"TULUÁ";76834;2007;8;"Incidente";"Sin informacion";"Rural";4.084598;-76.212083;"";"POINT (-76.212083 4.084598)";"2007-08-01";39295
"Accidente por MAP";"NORTE DE SANTANDER";54;"TIBÚ";54810;2009;9;"Accidente";"Sin informacion";"Rural";8.639326;-72.735541;"";"POINT (-72.735541 8.639326)";"2009-09-01";40057
"Desminado militar en operaciones";"META";50;"PUERTO RICO";50590;2016;3;"Incidente";"Sin informacion";"Rural";2.806944444;-73.07222222;"LA UNION";"POINT (-73.07222222 2.806944444)";"2016-03-01";42430
"Incautaciones";"RISARALDA";66;"PUEBLO RICO";66572;2007;3;"Incidente";"Sin informacion";"Rural";5.221554;-76.03021;"";"POINT (-76.03021 5.221554)";"2007-03-01";39142
"Incautaciones";"NORTE DE SANTANDER";54;"SAN CALIXTO";54670;2004;10;"Incidente";"Sin informacion";"Rural";8.40286;-73.207765;"";"POINT (-73.207765 8.40286)";"2004-10-01";38261
"Desminado militar en operaciones";"BOLIVAR";13;"ZAMBRANO";13894;2003;11;"Incidente";"Sin informacion";"Rural";9.733253;-74.832099;"Sector Playoncito";"POINT (-74.832099 9.733253)";"2003-11-01";37926
"Desminado militar en operaciones";"CASANARE";85;"AGUAZUL";85010;2007;12;"Incidente";"Sin informacion";"Rural";5.317778;-72.640556;"";"POINT (-72.640556 5.317778)";"2007-12-01";39417
"Desminado militar en operaciones";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2003;1;"Incidente";"Sin informacion";"Rural";2.734167;-75.036111;"";"POINT (-75.036111 2.734167)";"2003-01-01";37622
"Accidente por MAP";"CAQUETA";18;"PUERTO RICO";18592;2009;4;"Accidente";"Sin informacion";"Rural";1.951111111;-75.12722222;"Las Iglesias";"POINT (-75.12722222 1.951111111)";"2009-04-01";39904
"Accidente por MAP";"BOLIVAR";13;"TIQUISIO";13810;2002;2;"Accidente";"Sin informacion";"Rural";8.55446;-74.261283;"Sin información";"POINT (-74.261283 8.55446)";"2002-02-01";37288
"Desminado militar en operaciones";"CAUCA";19;"CORINTO";19212;2010;5;"Incidente";"Sin informacion";"Rural";3.168333;-76.251667;"Tablon";"POINT (-76.251667 3.168333)";"2010-05-01";40299
"Desminado militar en operaciones";"NARIÑO";52;"TUMACO";52835;2018;12;"Incidente";"Sin informacion";"Rural";1.259722222;-78.56;"MOGUI";"POINT (-78.56 1.259722222)";"2018-12-01";43435
"Desminado militar en operaciones";"CAQUETA";18;"MONTAÑITA";18410;2009;1;"Incidente";"Sin informacion";"Rural";1.329444;-75.244444;"Los Balcones";"POINT (-75.244444 1.329444)";"2009-01-01";39814
"Accidente por MAP";"NARIÑO";52;"SAMANIEGO";52678;2008;2;"Accidente";"Sin informacion";"Rural";1.337083;-77.59313;"Sin información";"POINT (-77.59313 1.337083)";"2008-02-01";39479
"Desminado militar en operaciones";"META";50;"PUERTO RICO";50590;2012;9;"Incidente";"Sin informacion";"Rural";2.783888889;-73.1172222;"Vereda Brisas Del Cafre";"POINT (-73.1172222 2.783888889)";"2012-09-01";41153
"Incautaciones";"BOLIVAR";13;"SANTA ROSA DEL SUR";13688;1993;10;"Incidente";"Sin informacion";"Rural";7.965;-74.055;"";"POINT (-74.055 7.965)";"1993-10-01";34243
"Desminado militar en operaciones";"CORDOBA";23;"TIERRALTA";23807;2015;8;"Incidente";"Sin informacion";"Rural";7.910555556;-76.32305556;"Vereda Los Olivos";"POINT (-76.32305556 7.910555556)";"2015-08-01";42217
"Incautaciones";"CAUCA";19;"PIAMONTE";19533;2005;5;"Incidente";"Sin informacion";"Rural";1.118258;-76.326376;"";"POINT (-76.326376 1.118258)";"2005-05-01";38473
"Accidente por MAP";"ANTIOQUIA";5;"NECOCLÍ";5490;2010;1;"Accidente";"Sin informacion";"Rural";8.423154;-76.783937;"Necoclí";"POINT (-76.783937 8.423154)";"2010-01-01";40179
"Desminado militar en operaciones";"ANTIOQUIA";5;"VALDIVIA";5854;2011;12;"Incidente";"Sin informacion";"Rural";7.313889;-75.278611;"Alto El Cristo";"POINT (-75.278611 7.313889)";"2011-12-01";40878
"Desminado militar en operaciones";"CAUCA";19;"ARGELIA";19050;2015;1;"Incidente";"Sin informacion";"Rural";2.278333333;-77.19472222;"Las Perlas";"POINT (-77.19472222 2.278333333)";"2015-01-01";42005
"Sospecha de campo minado";"ANTIOQUIA";5;"GRANADA";5313;2016;5;"Incidente";"Fincas";"Rural";6.06026;-75.091;"SCM_BIDES_2016_4700";"POINT (-75.091 6.06026)";"2016-05-01";42491
"Desminado militar en operaciones";"NARIÑO";52;"TUMACO";52835;2019;6;"Incidente";"Sin informacion";"Rural";1.27055556;-78.55083333;"LA MINA";"POINT (-78.55083333 1.27055556)";"2019-06-01";43617
"Accidente por MAP";"TOLIMA";73;"RIOBLANCO";73616;2013;10;"Accidente";"Sin informacion";"Rural";3.620277778;-75.75305556;"Corregimiento Gaitan";"POINT (-75.75305556 3.620277778)";"2013-10-01";41548
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"HACARÍ";54344;2009;6;"Incidente";"Sin informacion";"Rural";8.316667;-73.027222;"El Tigre";"POINT (-73.027222 8.316667)";"2009-06-01";39965
"Desminado militar en operaciones";"CORDOBA";23;"PUERTO LIBERTADOR";23580;2011;6;"Incidente";"Sin informacion";"Rural";7.386111;-75.975;"El Algarrobo";"POINT (-75.975 7.386111)";"2011-06-01";40695
"Desminado militar en operaciones";"META";50;"MESETAS";50330;2014;11;"Incidente";"Sin informacion";"Rural";3.079166667;-74.17583333;"Vereda El Cairo";"POINT (-74.17583333 3.079166667)";"2014-11-01";41944
"Sospecha de campo minado";"VALLE DEL CAUCA";76;"CALI";76001;2000;7;"Incidente";"Sin informacion";"Urbana";3.441883;-76.520562;"";"POINT (-76.520562 3.441883)";"2000-07-01";36708
"Accidente por MUSE";"ARAUCA";81;"ARAUCA";81001;2000;11;"Accidente";"Sin informacion";"Rural";7.087606;-70.75831;"Vereda El Rosario, Sitio Puente Papayita";"POINT (-70.75831 7.087606)";"2000-11-01";36831
"Desminado militar en operaciones";"CASANARE";85;"TAURAMENA";85410;2002;11;"Incidente";"Sin informacion";"Rural";5.018653;-72.755965;"";"POINT (-72.755965 5.018653)";"2002-11-01";37561
"Desminado militar en operaciones";"META";50;"LEJANÍAS";50400;2016;6;"Incidente";"Sin informacion";"Rural";3.533888889;-74.09305556;"CAFETALES";"POINT (-74.09305556 3.533888889)";"2016-06-01";42522
"Desminado militar en operaciones";"GUAVIARE";95;"SAN JOSÉ DEL GUAVIARE";95001;2016;10;"Incidente";"Sin informacion";"Rural";2.576944444;-72.58388889;"EL BARRANCON";"POINT (-72.58388889 2.576944444)";"2016-10-01";42644
"Sospecha de campo minado";"SANTANDER";68;"SAN VICENTE DE CHUCURÍ";68689;2012;4;"Incidente";"Caminos";"Rural";6.80001;-73.47232;"San_Sv.Ch_Fule_2012_11 (Granada)";"POINT (-73.47232 6.80001)";"2012-04-01";41000
"Desminado militar en operaciones";"ANTIOQUIA";5;"URAMITA";5842;2013;2;"Incidente";"Sin informacion";"Rural";6.908333333;-76.2141667;"Vereda Alto Murindo";"POINT (-76.2141667 6.908333333)";"2013-02-01";41306
"Desminado militar en operaciones";"ARAUCA";81;"PUERTO RONDÓN";81591;2017;7;"Incidente";"Sin informacion";"Rural";6.487778;-71.27;"LAS NUBES";"POINT (-71.27 6.487778)";"2017-07-01";42917
"Desminado militar en operaciones";"CAQUETA";18;"PUERTO RICO";18592;2012;7;"Incidente";"Sin informacion";"Rural";2.051389;-75.076111;"Vereda El Condor";"POINT (-75.076111 2.051389)";"2012-07-01";41091
"Desminado militar en operaciones";"LA GUAJIRA";44;"RIOHACHA";44001;2009;6;"Incidente";"Sin informacion";"Rural";11.055278;-73.239167;"El Mico";"POINT (-73.239167 11.055278)";"2009-06-01";39965
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2000;9;"Incidente";"Sin informacion";"Rural";7.023186;-71.384978;"";"POINT (-71.384978 7.023186)";"2000-09-01";36770
"Desminado militar en operaciones";"SANTANDER";68;"SIMACOTA";68745;2004;4;"Incidente";"Sin informacion";"Rural";6.4473;-73.341498;"";"POINT (-73.341498 6.4473)";"2004-04-01";38078
"Desminado militar en operaciones";"SANTANDER";68;"CALIFORNIA";68132;2003;12;"Incidente";"Sin informacion";"Rural";7.347952;-72.945453;"";"POINT (-72.945453 7.347952)";"2003-12-01";37956
"Accidente por MAP";"SANTANDER";68;"EL CARMEN";68235;1994;1;"Accidente";"Sin informacion";"Rural";6.703536;-73.509679;"Vereda El Filan";"POINT (-73.509679 6.703536)";"1994-01-01";34335
"Desminado militar en operaciones";"ARAUCA";81;"TAME";81794;2012;3;"Incidente";"Sin informacion";"Rural";6.368056;-71.885;"Vereda San Antonio- Lugar El Cairo";"POINT (-71.885 6.368056)";"2012-03-01";40969
"Desminado militar en operaciones";"META";50;"URIBE";50370;2009;2;"Incidente";"Sin informacion";"Rural";2.681667;-74.487222;"Area General Rio Guaduas";"POINT (-74.487222 2.681667)";"2009-02-01";39845
"Accidente por MAP";"HUILA";41;"ALGECIRAS";41020;2008;12;"Accidente";"Sin informacion";"Urbana";2.522444;-75.313361;"Sin información";"POINT (-75.313361 2.522444)";"2008-12-01";39783
"Desminado militar en operaciones";"META";50;"PUERTO RICO";50590;2009;8;"Incidente";"Sin informacion";"Rural";2.734167;-73.34;"El Puerto Limón";"POINT (-73.34 2.734167)";"2009-08-01";40026
"Desminado militar en operaciones";"ANTIOQUIA";5;"ITUANGO";5361;2016;5;"Incidente";"Sin informacion";"Rural";7.184444444;-75.76333333;"CASCO URBANO";"POINT (-75.76333333 7.184444444)";"2016-05-01";42491
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2012;2;"Incidente";"Sin informacion";"Rural";2.9875;-75.781944;"Vereda L Ahacienda";"POINT (-75.781944 2.9875)";"2012-02-01";40940
"Sospecha de campo minado";"ANTIOQUIA";5;"NARIÑO";5483;2014;6;"Incidente";"Campo";"Rural";5.52387;-75.21596;"Morro La Quiebra";"POINT (-75.21596 5.52387)";"2014-06-01";41791
"Desminado militar en operaciones";"CAQUETA";18;"CARTAGENA DEL CHAIRÁ";18150;2017;5;"Incidente";"Sin informacion";"Rural";1.200833333;-74.81972222;"AGUA LINDA";"POINT (-74.81972222 1.200833333)";"2017-05-01";42856
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2012;5;"Incidente";"Sin informacion";"Rural";6.684444;-71.3425;"Casco Urbano Puerto Jordan";"POINT (-71.3425 6.684444)";"2012-05-01";41030
"Desminado militar en operaciones";"META";50;"EL DORADO";50270;2006;9;"Incidente";"Sin informacion";"Rural";3.720833;-73.871667;"";"POINT (-73.871667 3.720833)";"2006-09-01";38961
"Accidente por MAP";"NORTE DE SANTANDER";54;"HACARÍ";54344;2009;2;"Accidente";"Sin informacion";"Rural";8.321825;-73.145699;"Vereda Las Juntas";"POINT (-73.145699 8.321825)";"2009-02-01";39845
"Desminado militar en operaciones";"ANTIOQUIA";5;"TARAZÁ";5790;2009;9;"Incidente";"Sin informacion";"Rural";7.415833;-75.363889;"El Santodomingo";"POINT (-75.363889 7.415833)";"2009-09-01";40057
"Desminado militar en operaciones";"META";50;"URIBE";50370;2015;12;"Incidente";"Sin informacion";"Rural";2.657777778;-74.26527778;"LA ESTRELLA";"POINT (-74.26527778 2.657777778)";"2015-12-01";42339
"Desminado militar en operaciones";"ARAUCA";81;"ARAUCA";81001;2005;1;"Incidente";"Sin informacion";"Rural";7.087606;-70.75831;"";"POINT (-70.75831 7.087606)";"2005-01-01";38353
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2018;10;"Incidente";"Sin informacion";"Rural";6.660277778;-71.26583333;"LA ARENOSA";"POINT (-71.26583333 6.660277778)";"2018-10-01";43374
"Desminado militar en operaciones";"ARAUCA";81;"SARAVENA";81736;2005;3;"Incidente";"Sin informacion";"Rural";6.982222;-71.836111;"";"POINT (-71.836111 6.982222)";"2005-03-01";38412
"Desminado militar en operaciones";"NARIÑO";52;"TUMACO";52835;2012;1;"Incidente";"Sin informacion";"Rural";1.413889;-78.442778;"Guayacana";"POINT (-78.442778 1.413889)";"2012-01-01";40909
"Accidente por MAP";"NORTE DE SANTANDER";54;"SAN CALIXTO";54670;2001;5;"Accidente";"Sin informacion";"Urbana";8.40286;-73.207765;"Sin información";"POINT (-73.207765 8.40286)";"2001-05-01";37012
"Desminado militar en operaciones";"HUILA";41;"COLOMBIA";41206;2015;1;"Incidente";"Sin informacion";"Rural";3.720277778;-74.46416667;"Alto Casualeja";"POINT (-74.46416667 3.720277778)";"2015-01-01";42005
"Accidente por MAP";"CESAR";20;"SAN MARTÍN";20770;2002;8;"Accidente";"Sin informacion";"Rural";8.003528;-73.511231;"Vereda Vega Del Oso";"POINT (-73.511231 8.003528)";"2002-08-01";37469
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"ÁBREGO";54003;2001;5;"Incidente";"Sin informacion";"Rural";8.081507;-73.221319;"";"POINT (-73.221319 8.081507)";"2001-05-01";37012
"Accidente por MAP";"RISARALDA";66;"MISTRATÓ";66456;2006;2;"Accidente";"Sin informacion";"Rural";5.298203;-75.883341;"Vereda Los Alpes";"POINT (-75.883341 5.298203)";"2006-02-01";38749
"Desminado militar en operaciones";"CAQUETA";18;"MONTAÑITA";18410;2014;4;"Incidente";"Sin informacion";"Rural";1.174722222;-75.08888889;"Vereda La Libertad";"POINT (-75.08888889 1.174722222)";"2014-04-01";41730
"Desminado militar en operaciones";"META";50;"PUERTO RICO";50590;2006;11;"Incidente";"Sin informacion";"Rural";2.939542;-73.207891;"";"POINT (-73.207891 2.939542)";"2006-11-01";39022
"Incautaciones";"LA GUAJIRA";44;"MAICAO";44430;2008;6;"Incidente";"Sin informacion";"Rural";11.186944;-72.313611;"Manantiales";"POINT (-72.313611 11.186944)";"2008-06-01";39600
"Desminado militar en operaciones";"GUAVIARE";95;"SAN JOSÉ DEL GUAVIARE";95001;2017;7;"Incidente";"Sin informacion";"Rural";2.781944;-71.9625;"CHARRAS";"POINT (-71.9625 2.781944)";"2017-07-01";42917
"Desminado militar en operaciones";"HUILA";41;"LA PLATA";41396;2012;5;"Incidente";"Sin informacion";"Rural";2.233056;-76.045833;"Vereda La Florida";"POINT (-76.045833 2.233056)";"2012-05-01";41030
